กูไม่รู้จะอธิบายความหลอนแบบมึงยังไงดีจะบ้าตายรายวัน,Bullying
ชั้นกลัวนางมาก เจอแล้วรีบเลื่อนหนี,Bullying
เปรตยังดูสะอาดกว่านาง,Bullying
โอยย น่ากลัวอ่า ถ้าเห็นนี่วิ่งแล้วนะ ,Bullying
นี่ขนาดใช้อ่ะ สภาพหนังหน้ายังขนาดนี้ ทุเรศอ่ะ,Bullying
สวยเหมือนผีเปรต 7 วัดเลยคะ,Bullying
หนังหน้าอย่างกับอ่างล้างตีน ดูเคลอะและสกปรกมาก,Bullying
สวยสะพรึงเอาอะไรดูหรอ,Bullying
ความสวยคงที่? ความควายยังคงทน?,Bullying
สภาพอีลิง,Bullying
สวยสะพรั่งหรือสะพรึงคะอีปอบ,Bullying
อายุ 17 แต่หน้า 40,Bullying
นี่คือสวยแล้วเหรอ,Bullying
พัฒนาเร็วมากจากเด็ก17กลายเป็นป้า71ภายในพริบตา,Bullying
เอาเหี้ยไรมาสวยอีเด็กตอแหล,Bullying
ผีปอบยังสวยกว่า,Bullying
สวยขึ้นเป็นกองเลยผีกองกอยอ่ะ,Bullying
แก่แดดดีชอบ,Bullying
สวยสะพรึงมากเลยค่ะ,Bullying
สถุน ถ่อย น้ำไม่อาบ ผมไม่สระ ฟันไม่แปรง กลิ่นตัวเป็นลิเชด(น้ำขยะเปียก),Bullying
หน้าลิงค่ะ,Bullying
อย่ามั่นมาก พักก่อนกูจะอ้วก,Bullying
สวยสะพรั่งหรือสะพรึง,Bullying
อย่านั่งนาน เดี๋ยวสีตก,Bullying
หน้าเหมือนเหี้ยมากเลย,Bullying
เหม็นแบ๊ว ทุเรศ,Bullying
รูปหน้าเธอเข้ารูปดีนะ ทรงเดียวกับเท้าฉันเลย,Bullying
อีดอกหน้าเหมือนผี ,Bullying
ประทานโทษนะ จมูกหรือที่ดูดฝุ่น,Bullying
ปากกับจมูกนึกว่าปลายสายยางรถดูดส้วม,Bullying
มีเงินเข้าฟิตเนส ก็เจียดเงินไว้ทำหน้าบ้าง,Bullying
หน้าลาบเว่อ อยากเอาข้าวเหนียวจิ้ม?หน้า แล้วก็บีบไม่นาวไส่,Bullying
หน้าเหมือนหมาสัสควายอุบาท มั่น สกปรกโสโครก ไปอาบน้ำก่อน อีสัส,Bullying
แบ๊วจนเอ๋ออีดอก,Bullying
กูว่าปลาบู่บ้านกู ยังน่ารักกว่าหน้าอีนี้อีก,Bullying
น่ารักนะถ้าเทียบกับงูสิง,Bullying
จมูกเหมือนคนถ่างขา,Bullying
ไม่น่ารัก แต่อุบาทว์,Bullying
ดำขนาดนี้ ทาครีมบ้างนะ,Bullying
ควรเอาเงินไปทำหน้า มากกว่าหุ่นค่ะ หน้าเหี้ยมาก,Bullying
 มึงทำหน้าบ้างเหอะ ถือว่าขอร้อง ,Bullying
อย่าเป็นตัวของตัวเองเลย เป็นใครซักคนที่นิสัยดีกว่านี้อีกหน่อยเถอะ,Bullying
มั่นสุดๆไปเลยค่ะ,Bullying
ศัลบ้างเถอะสงสารคนที่ต้องเห็นหน้ามึงคิดว่าผิวดาวพุธหยาบอะไรขนาดนั้น,Bullying
บำรุงหน้าเหอะ ขอร้อง!,Bullying
นึกว่าพวกไร้บ้าน เเถวย่านหัวลำโพง,Bullying
เห็นหน้าแล้วจะอ้วก ไม่ไหวนะ,Bullying
มั่นอะไรขนาดนั้น ขนาดเล็บขบกูยังดูดีกว่าทั้งหน้าทั้งหุ่นมึงเลย,Bullying
เก็บเงินไว้ทำหน้าเถะอีดอก,Bullying
ไปดูแลหน้าบ้างนะ? อีลิงแสม,Bullying
ใช้คำว่า สภาพ ได้อย่างเต็มปากจริงๆ คนนี้,Bullying
ไม่ได้Bullyingนะ แต่อันดับแรกอยากพาไปตัดปีกจมูกค่ะ,Bullying
มั่นกับหน้ากากมาก ไม่สำเหนียกหนังหน้าเลย,Bullying
แต่งตัวแบบนี้คือแบบดูสกปรกยังไงไม่รู้,Bullying
ไม่อยากว่านะ คิดว่าเค้าไม่ค่อยปกติ,Bullying
เท่มากครับ เป็นกำลังใจในการวาดให้ครับ,Non-Bullying
คนบ้านเดียวกันแค่มองตากันก็เข้าใจอยู่,Non-Bullying
ของผมที่แต่เดือนที่แล้ว ตอนนี้ก็ยังไม่ได้ตรวจ,Non-Bullying
ขอให้หายไวๆนะครับ,Non-Bullying
ความบันเทิงกำลังมาเยือน,Non-Bullying
ใช่ครับผมตัวดีเลย,Non-Bullying
ตอนอยู่ตอนออกไม่ต่างกัน แต่ออกอ่ะดีสุด,Non-Bullying
ขำจนหัวเราะเลย,Non-Bullying
ถ้าเป็นสมัยร้านคอม โค้ชต้องเอามือตั้งไว้บนที่พิงเก้าอี้,Non-Bullying
เห็นแล้วอยากไปซับเหงื่อให้เลย,Non-Bullying
น่ารักมาก,Non-Bullying
ดูแล้วค่ะน่ารักมากเลยค่ะ,Non-Bullying
เธอสวยใส น่ารักตลอด,Non-Bullying
หยุดโดยไม่มีอะไรกั้น,Non-Bullying
แทบอยากจะรำไทยไปเปิดหน้าตัวเอง,Non-Bullying
หนังดี จริง ดูหลายรอบเก็บดีเทลยิ่งสนุกนะ,Non-Bullying
ทำผมหลับได้สุดยอดจริง,Non-Bullying
ใครจะไปหาหวานใจก็เชิญครับ ผมเป็นเด็กดี,Non-Bullying
หลงรักแล้ว หลงรักอีก,Non-Bullying
แค่คุณยิ้มก็สดใสแล้ว,Non-Bullying
บางทีโลกมนุษย์อาจจะเป็น นรก ก็ได้นะ,Non-Bullying
ดูคลิปนี้แล้วรู้สึกมีเพื่อน ดีใจที่มีคนคิดเหมือนเรา ,Non-Bullying
ท้ายตอนนี่ขำไม่ออกเลยครับ,Non-Bullying
เยี่ยมมากค่ะ,Non-Bullying
รับวาดภาพนะคะ ขออนุญาตค่ะ,Non-Bullying
เราว่าน่าจะอีกสักพักใหญ่เลยนะ,Non-Bullying
ไม่ต้องห้ามนะ เดี๋ยวเหนื่อยก็หยุดเอง,Non-Bullying
ลำบากคนนี้แหละ,Non-Bullying
กระสอบทรายชั้นเกรดเอ,Non-Bullying
เจ็บมั้ยละนั่น,Non-Bullying
คาถาไม่ซ้ำ จำบทไม่ได้,Non-Bullying
ขออีกรอบได้ไหมลืมอัด,Non-Bullying
กลั้นขำกันได้ยังไงกันนะ,Non-Bullying
ขอบใจนะ,Non-Bullying
เสริมหล่อกันหน่อย,Non-Bullying
คนละเรื่องเลยจริงๆ,Non-Bullying
 อ้อ เข้าใจละ,Non-Bullying
หล่อมาก,Non-Bullying
ทรงนี้โครตหล่อเลยครับ,Non-Bullying
เคยใส่เเล้วมองกระจกเเล้วคิดว่าตัวเองหล่อขึ้นจริงนะ,Non-Bullying
ขนาดนี้ก็เกินไป,Non-Bullying
เรื่องจริงไม่ติงนัง,Non-Bullying
ม้วนไหนไม่รู้ ที่รู้ๆเดินกลับบ้าน,Non-Bullying
จินตนาการล้วนๆเลย,Non-Bullying
เห็นมาหลายวันล่ะ แต่ก็ยังไม่รู้ว่าต้นตอมันคืออะไร,Non-Bullying
แยกกันตรงนี้แหละ เราไปด้วยกันไม่ได้หรอก,Non-Bullying
ไปเล่นนอกรถคนเดียวเลยไป,Non-Bullying
ความจริงแล้วคนขับฝั่งไหนครับ,Non-Bullying
แพ้ทางซะแล้ว ขอร่วมทีมด้วยครับ,Non-Bullying
แย่ทุกคนอะ ช่วงนี้,Non-Bullying
ดีนะครับไม่ พลิกแพลง,Non-Bullying
ที่หมอพูดมาก็มีเหตุผล,Non-Bullying
ไม่เป็นไรครับ กันเอง มาบ่อยแล้ว เดี๋ยวผมลดให้หมอก็ได้,Non-Bullying
อะไรประหยัดได้ก็ประหยัดนะ,Non-Bullying
ดีละไม่ขึ้นไปอยู่บนหน้าผาก,Non-Bullying
อิจฉาคนไม่ได้อ่าน,Non-Bullying
ถนนมีคลื่นเล็กน้อย,Non-Bullying
ป็นงานผ้าตกแต่งครับ แต่ใช้ปูนเพื่อความคงทน,Non-Bullying
ยืนยันได้ว่า ตอม่อแข็งแกร่ง ไม่มีทรุด แต่ที่ทรุดคือถนน,Non-Bullying
อีกหนึ่งบททดสอบ เรื่องระบบช่วงล่างครับ นิ่มหนึบแข็ง จะได้รู้กัน,Non-Bullying
ทุกการเดินทางจะมีแต่ความบันเทิง,Non-Bullying
อยากทราบว่ามันเกิดจากอะไรครับ เพราะว่ามันสวยมาก,Non-Bullying
กรมอุตุรายงาน ระวัง ทะเลลื่น ถนนมีคลื่นเล็กน้อย,Non-Bullying
ทำอาหารมาสามชั่วอายุคนแบบนี้ลูกค้าหิวตายก่อนพอดี,Non-Bullying
ชอบโพสต์แบบนี้ ครั้งหน้าไม่ขายให้แล้วนะ,Non-Bullying
ขอบคุณสำหรับเสียงหัวเราะและเสียใจกับครอบครัวด้วยครับ,Non-Bullying
ตาเยิ้มไปเลยสิคะ,Non-Bullying
ถ้าถามว่าความสุขไปทางไหน ตอบได้อย่างมั่นใจว่าไปห้องเรา,Non-Bullying
ขอบคุณสำหรับข่าวสารครับ,Non-Bullying
ตรงนี้ฮามากครับ,Non-Bullying
อุตส่าห์ตั้งใจอ่าน,Non-Bullying
 ตื่นเต้นจังครับ,Non-Bullying
ตื่นเต้น นอนไม่หลับเลยเนี่ย,Non-Bullying
ครดูแล้วบอกทีครับ ฮาจริงมั้ย กลัวเสียใจ,Non-Bullying
มันไม่มันส์ข้ามปีหลอก หัวร้อนข้ามปีอ่ะดิ,Non-Bullying
ใครเบื่อก็เลื่อนผ่านครับ ,Non-Bullying
เข้าใจความรู้สึกครับ เพราะผมก็ไม่ได้จบจากที่นี่เหมือนกัน ของแบบนี้ คนที่เรียนจบจากที่นี่ไม่เข้าใจหรอก,Non-Bullying
เออชัดเจนดีชอบๆ,Non-Bullying
โอเค ทำให้กูอ่านหนังสือเกิน 3 บรรทัด,Non-Bullying
แค่วันนี้วันคิดมาก ก็ปวดหัวจะแย่อยู่ละ,Non-Bullying
ควรภูมิใจนะครับที่หลบมาได้ขนาดนี้,Non-Bullying
ผมก็นึกว่าปีเตอร์เป็นแมลงสาบ,Non-Bullying
มึงรีบเอายางลบมาลบออกเลยนะ,Non-Bullying
เจ้าควรต่อต้านไม่ใช่เข้าร่วม,Non-Bullying
มันคืออะไรมาอธิบายผมที,Non-Bullying
ซานต้าบอก อยู่แค่นี้กูก็จะไม่มีแดกแล้ว,Non-Bullying
เมื่อก่อนแซนต้าเอาของขวัญมาให้ ยุคนี้มาถุงเปล่า หยิบของในบ้านไปแทน,Non-Bullying
ลาก่อนไอ้หนู,Non-Bullying
รู้สึกไม่ดี ไม่เห็นด้วย ตั้งแต่คราวก่อนแล้วล่ะ,Non-Bullying
ไป โลตัสดีกว่าครับ ของเยอะกว่า ตราด ครับ,Non-Bullying
ไม่เก็ท แต่กดหัวเราะไว้ก่อน,Non-Bullying
นอกจากโอเค มีโออย่างอื่นอีกมั้ยครับ,Non-Bullying
ผมนี่ขำจนหัวเราะเลยครับ,Non-Bullying
ทุกครั้ง จะต้องอ่านวนอีกรอบ,Non-Bullying
ไป?เต็ม?ยศ?ขนาด?นี้? เป็น?ผม?ให้?ฟรี?เลย?ครับ,Non-Bullying
เมืองนี้เป็นเมืองวิเศษ ตรวจอะไรไม่เคยเจอ,Non-Bullying
ต่อต้านนะ แต่ห้ามตรวจสอบ ,Non-Bullying
ไม่เคยได้ยินหรอ ไปน่าน ไปโน่น ฉันจะตีก้นเธอ,Non-Bullying
คราวหน้าไม่อยากต่อยจอแล้วอ่ะ,Non-Bullying
สร้างสรรค์สุด ๆ,Non-Bullying
รีบตายไปเหอะไอโรคจิต,Bullying
อีกระเทยเฒ่าแก่,Bullying
อีกะเทยโล้นซ่า มั่นเว่อร์ มโนคิดว่าคนอิจฉาตัวเองที่มีผัว,Bullying
นั่นหน้าผากหรือลานจอดเครื่องบิน,Bullying
ก็ขิตไปเลยค่ะอีหัวโล้น,Bullying
สภาพนะสู อับอายขายขี้หน้า ,Bullying
น่ากลัว อุบาทว์มาก,Bullying
หน้าหมาไม่พอ ยังใจหมาอีก,Bullying
เป็นอะไรอีเปรต,Bullying
อีกระเทยโมงเน่าเอือดๆสภาพเหมือนหมากระเป๋ามีผัวเป็นออทิสติก,Bullying
อีนี่แหละ ตัวสร้างก๊าซเรือนกระจกให้แก่โลก อีเบาหวานตัวจัญไรทำลายโลก,Bullying
จะอ้วก เห็นหน้ามึงอ่ะจะอ้วก,Bullying
มันคงคิดว่ามันทำอะไรก็ดูน่ารักไปหมดละมั้ง,Bullying
เดินสองขาลำบาก แนะนำ 4ขาไปเลยคร่า,Bullying
อยากรู้ต้องโง่ขนาดไหนซื้อครีมในติ๊กตอก,Bullying
คิดว่าสวยนักเหรออีดอก,Bullying
แข้งขาก็ไม่ค่อยดียังจะมาชอบวิ่งๆเดินๆอีก,Bullying
เราไม่มีปัญหากับคนง่าว แต่เรามีปัญหากับคนมั่น,Bullying
ขอบคุณที่ปิดหน้าเซฟตาคนดู,Bullying
หุ่นโคเรีย หน้าเหมือนโคกะบือมาก,Bullying
ปิดนานขนาดนี้ สัมภเวสีเข้ามาอยู่ละมั้ง อ่อลืม เจ้าของก็สัมภเวสี,Bullying
สามัญสำนึกเหี้ยมากพอๆกับสารรูปมรึงเลย,Bullying
เปิดหน้ามาคือน่ากลัวมาก,Bullying
ผมมองว่าผู้หญิงคนนี้แปลกๆว่ะ ดูจิตนิดๆ แม่งโคตรเหมือนโรคจิตเลย,Bullying
เราต้องอาศัยอยู่ในประเทศเดียวกับคนที่มีความคิดปัญญาอ่อนแบบนี้จริงๆหรอ,Bullying
คนกระจอกมักแสดงออกแบบกระจอกๆ,Bullying
เหมือนฟังคนเมาพูดอะเอาจริงๆ,Bullying
สมงสมองไปหมดแล้ว,Bullying
อีนี่ควรพบหมอนะ เอาจริงๆ,Bullying
อีขยะนี่ยังอยู่เหรอ,Bullying
ถ้าได้รับยาเร็วกว่านี้ เขาคงไม่เป็นถึงขนาดนี้,Bullying
คนแบบนี้ควรจะขี่เกวียน แทนการขับรถ,Bullying
ใครก็ได้เรียกศรีธัญญาให้อีป้านี่หน่อย อาการหนักละชิบหาย,Bullying
อายุก็เยอะละ ไม่น่าหลุดความคิดต่ำๆแบบนี้มานะ,Bullying
อันนี้คือใช้สมองคิดแล้วหรอ,Bullying
ความคิดนี่ปัญญาอ่อนมากครับ,Bullying
คนโง่ย่อมแสดงออกแบบโง่ๆ,Bullying
อีดอกอีโรคจิต,Bullying
ความคิดแบบนี้ ไม่ใช่คน แม้แต่หมา มันยังไม่คิดแบบนี้เลย ,Bullying
จิตใจต่ำตมมากไม่น่าเกิดมาเป็นคนนะ,Bullying
เอาสมองส่วนไหนมาคิด,Bullying
สมองหมาปัญญาควายที่แท้ทรู,Bullying
นี่กูต้องมาทนอยู่ร่วมแผ่นดินกับคนเกินเยียวยาแบบนี้หรอ,Bullying
นี่ฉันจะต้องมาตายกับพวกที่ปัญญาอ่อนที่สุดในกาแล็คซี่เหรอ,Bullying
สมองคงมีขยะเยอะเขาโปรแกรมให้คิดเป็นอยู่แค่นี้,Bullying
คนเหี้ยอะไรชื่อเหมือนหมา,Bullying
แค่หุ่นดี ไม่ได้แปลว่า เทอสวย,Bullying
ขนาดเราเอง หุ่นก็พอไปได้ เรายังไม่มั่นใจขนาดนี้เลย,Bullying
เลิกแลบลิ้นเหอะมันอุบาทว์,Bullying
หุ่นดี แต่หน้าส้นตีน ก็ไม่ควรมั่นหน้าให้มากนะคะ,Bullying
พวกไร้สมอง หัวมีแต่ขี้มันคิดอะไรไม่เป็นหรอก,Bullying
สาระไม่มี.. สมองก็เช่นกัน,Bullying
อันนี้สงสัยจริงๆ นั่นปัดแก้มหรือหน้าไหม้คะ,Bullying
หน้าเหมือนเมายากันแดดเลยค่ะ,Bullying
หน้าดำเหมือนโดนของ แถมพูดไม่รู้เรื่องอีก ,Bullying
ห๊ะ อิหยังวะ ฟังไม่รู้เรื่องเจ้าค่ะ ตอนแรกนึกว่าผีเข้า,Bullying
ทำไมเธอดูดำจังคะ,Bullying
นี่แข่งขี่ม้าหรือดูดม้าเนี่ย สภาพแต่ละคน,Bullying
ขยะแขยงตรรกะนางเว่อ ใช้อะไรคิด,Bullying
สมองความคิดเหี้ยเกินบรรยายเนาะ,Bullying
แม่งปลอมตั้งแต่ตอนเป็นพระยังมีหน้ามาสอนคนอื่น,Bullying
คนโง่ที่น่ากลัว คือไม่รู้ว่าตัวเองโง่,Bullying
ความคิดโง่มาก,Bullying
ก็ไม่สวยทั้งสองตัวนั่นล่ะ จบ ตัวแม่ก็ศัลยกรรมเทคนิคจากยุคอนาล็อกอยู่บนหน้าเอาอะไรมาสวย ,Bullying
อธิบายให้คนโง่... คุยกับหมากับแมว ยังบันเทิงใจกว่า,Bullying
เหมือนจะฉลาด,Bullying
ไม่คิดจะฉลาดขึ้นบ้างเลยเหรอ,Bullying
โง่ดักดาน และ เห็นแก่ตัว,Bullying
สวยส้นตีน สวยแล้วโง่ๆแบบนี้เนี่ยนะ ดักดานจัง,Bullying
สวยไร้สมอง แถมไม่ยอมรับความเป็นจริง วิ่งอยู่ในทุ่งลาเวนเดอร์,Bullying
ควรทำตัวให้มีค่ากว่านี้ ดาราพวกนี้,Bullying
ไม่สวยก็คือไม่สวยค่ะ,Bullying
สวยตรงใหนวะ หุ่นก็ดูเหมือนกินไม่เลือกปะคะ,Bullying
หน้ามันก็พลาสติก สวยตรงไหน,Bullying
ถ้าโง่ก็แค่อยู่เงียบๆนะคะ,Bullying
อีสัส หลอนลิ้น หรือหลอนตาดี,Bullying
ทำหน้าทำตาหน้าตบจริงๆ,Bullying
ตาเหลือก เหมือนโดนอะไรกระแทกคอ,Bullying
สวยก้อเหี้ยละ เอาจิงๆ หน้าตาก้อบ้านๆอ่ะ ถ้าสวยเปนดาราไปแล้วมั้ง,Bullying
เงินก็มีเยอะเเยะ ทำไมไม่ไปรักษาจะได้หายเอ๋อแดก,Bullying
เธอน่ากลัวชิบเป๋งเลยไอ้ต้าวลิ้นแข็ง,Bullying
หน้าตาน่ากลัว แถม พูดภาษาคนไม่รู้เรื่อง มึงนี่มันเอเลี่ยนชัดๆ,Bullying
สภาพเธอดูหลอน และรั่วมากอ่ะ,Bullying
เหมือนผีเข้าอีดอก น่ากลัวมาก,Bullying
ที่มาของคำว่าแก่กะโหลกกะลาจิงๆ หยาบคายอายแทนลูกหลานเลย,Bullying
จุดที่เหนื่อยที่สุด คือจุดที่เราคิดหลายๆเรื่องพร้อมๆกัน,Non-Bullying
ผู้สาวบ้านได๋น้อ งามแท้หล่ะ,Non-Bullying
เน็ตเร็วเเค่ไหน ทักไปหาเขา เขาก็ไม่ตอบ,Non-Bullying
ชอบพวกเขามาก ไอดอลเลย,Non-Bullying
ยังรอคอยเธอเสมอ ไม่ว่าเธออยู่ที่ใด,Non-Bullying
เพลงมันก็มีอยู่สองแบบ เพลงที่ส่งให้แกฟัง กับเพลงที่แกส่งให้มันฟัง,Non-Bullying
ซีรีย์ไม่จบ เราไม่นอน! ขอบตาบอกไม่ไหว แต่ใจไหวมากค่า,Non-Bullying
ติดต่อได้เลยครับ รับประกันทุกผลงาน ,Non-Bullying
ของแบบนี้มันต้องมีเคล็ดลับด้วยเหรอ,Non-Bullying
ผมเป็นมาเเล้วทุกบทบาท ยกเว้นเเฟนคับ,Non-Bullying
หัวหน้าห้องน่ารักมากๆนางเอกก็น่ารัก,Non-Bullying
คนเท่ๆต้องเปนเเบบนี้เเหละ,Non-Bullying
เพื่อนเยอะเหมือนกันนะ,Non-Bullying
ปั่นจักรยานยังไงให้เท่ขนาดนี้,Non-Bullying
สนุกมากเรื่องนี้,Non-Bullying
 ไม่ทราบว่าอยู่เมืองไหนคะ บรรยากาศดีมากเลยค่ะ,Non-Bullying
คิดถึงแค่ไหนก็จะไม่ทักไปอีก ไม่ใช่ใจแข็งนะ เขาไม่ตอบ,Non-Bullying
เลื่อนขึ้นดูอีกที? นึกว่าผิดเพจ,Non-Bullying
ที่ปรึกษา? ที่ระบาย? ก็ผมนี่แหละครับ,Non-Bullying
เจ็บแปล๊บขึ้นมาทันที..อกหักใช่ไหมแบบนี้,Non-Bullying
น่ารักที่สุดเลยคุณ ,Non-Bullying
ขอโทษที่มองเป็นตลับคอนแทคเลนส์,Non-Bullying
ชุดไหนก็ดีครับน่ารักที่สุด,Non-Bullying
ชุด แสงเงา ฉากหลัง สบายตามากครับ สวย ลงตัวทุกอย่างเลย,Non-Bullying
สภาพหนู ช่วงหลังๆ เป็นแบบนี้เลย ตี 4 ตี 5 ไม่หลับไม่นอน สตรีมยาว กลางวันตาบรือ มากเลยค่ะ,Non-Bullying
เราจะทำตามสัญญา ขอเวลาอีกไม่นาน,Non-Bullying
เดี๋ยวนี้ข่าวลือมาเวลมักเป็นข่าวจริง รอชมครับ,Non-Bullying
มาเถอะ คิดถึง,Non-Bullying
ดีมากทั้งเรื่อง บทจบคือง่ายเกิน,Non-Bullying
ดูหลายรอบอยู่เรื่องนี้ มีให้ลุ้นตลอด ไม่ค่อยน่ากลัวแต่ก็สนุก,Non-Bullying
รับคนแพ็คสบู่ใส่กล่อง,Non-Bullying
จำมาจากงูกินหาง อันนี้เสือกินหาง,Non-Bullying
เมื่อรถที่ขับแซงคุณไปเมื่อกี้ มาติดไฟแดงเดียวกับคุณ,Non-Bullying
ก็ให้โอกาสลืมหน่อยดิ,Non-Bullying
ก็ขอเวลาหน่อยดิ เอ้อ,Non-Bullying
ถ้าตัวตนจริงๆของผมก็ เป็นคนเคร่งครัดในระเบียบวินัย เวลาไหนทำอะไรบ้าง ผมเป็นคนที่ตรงต่อเวลามากๆ ,Non-Bullying
เรากินก๋วยเตี๋ยวไง ใส่ชามก็แล้วกัน ,Non-Bullying
ชอบเฮฮาและชอบการอยู่คนเดียวในเวลาเดียวกัน,Non-Bullying
ชวนมาช้อปที่ ตลาดนัดออนไลน์ เพื่อเกษตรกรและชุมชน  ,Non-Bullying
สาขาอื่นมีโปรโมชั่นแบบนี้เหมือนกันด้วยมั้ยคะ,Non-Bullying
อันนี้ตลกอ่ะ คิดได้ไง,Non-Bullying
จนตอนนี้คือ ผมเคร่งครัดในระเบียบวินัยตลอดครับ...,Non-Bullying
เอ็งว่างวันไหนวะเพื่อน,Non-Bullying
ชอบเก็บตัวหมกตัวอยู่ในห้อง ไม่ค่อยชอบที่ๆคนเยอะ,Non-Bullying
เมื่อความเป็นเธอมีอยู่ทุกที่,Non-Bullying
ความทรงจำดีๆ จึงไม่ลบเลือนไป,Non-Bullying
ตื้นเต้นกับอะไรง่ายๆแล้วก็เบื่อง่ายกับทุกสิ่งแคร์ความรู้สึกคนอื่น,Non-Bullying
เล่นเกมต่อไป,Non-Bullying
ยังจำไม่เคยลืมเลือน,Non-Bullying
เป็นคนที่ขี้เกียจ เเต่ถ้าเวลาไหนคิดได้ก็จะขยันทันทีค่ะ,Non-Bullying
ภาพจำยังชัดเจน กับเนื้อเพลงที่ลืมเลือน,Non-Bullying
คอยเตือนตัวเองเอาไว้,Non-Bullying
ความท้าทายที่ไม่หยุดนิ่ง อาจจะเริ่มต้นจากเพียงจุดเล็ก ๆ สู่การผจญภัยที่ยิ่งใหญ่,Non-Bullying
เก่งจังเลย น้องๆก็น่ารัก สู้ๆนะคะคุณแม่,Non-Bullying
ลองฝึกแมวดูครับของผมน้องแมวไม่ค่อยยุ่งโมเดลผมเลย,Non-Bullying
เรื่องเศร้าจริงๆมันก็คงจะเป็นเราที่ยังคงต้องยอมศิโรราบแด่เขาผู้นั้น,Non-Bullying
ถึงจะดูเหมือนไม่เศร้า แต่จริงๆ แค่ไม่เล่าให้ใครฟัง,Non-Bullying
ขอโทษละกัน,Non-Bullying
มองข้างๆระวังหลงมองตรงๆระวังรัก ,Non-Bullying
ถ้าคนใหม่ไม่ใส่ใจ ให้รู้ว่ายังมีฉันรออยู่ตรงนี้,Non-Bullying
ก็น่ารักดีนะครับ ทุกสิ่งทุกอย่างมันจะมีเสน่ห์ในตัวมันเองครับ,Non-Bullying
ตาสวยมากเลยนะ ตาหวานมาก เเววตาข้างในก้น่ารัก ดวงตาของเทอพิเศษมากเลยนะ เอาง่ายๆคือเทอตาสวย,Non-Bullying
ถ้ายังมีความสุขที่ได้อยู่คนเดียว ก็อยู่คนเดียวไปก่อน,Non-Bullying
ไก่ต้องมีคนทอด มอดต้องกินไม้,Non-Bullying
วันนึงที่เจอเค้า เราจะขอบคุณตัวเอง ที่อดทนรอมาได้นานขนาดนี้,Non-Bullying
กอดตัวเองให้แน่นๆรักตัวเองให้มากๆ,Non-Bullying
